time,title,source,url,overall_sentiment,overall_score,aapl_relevance,aapl_label,aapl_score
20251017T133200,'I own the Garmin Epix Pro 2 - it's the best watch I've used and it's now on sale' - Daily Record,Daily Record,https://www.dailyrecord.co.uk/entertainment/i-garmin-epix-pro-2-36083313,Neutral,0.097689,0.727998,Neutral,0.141627
20251017T133109,AI boom delivers record net profit for Taiwan's TSMC - Community Advocate,Community Advocate,https://www.communityadvocate.com/news/national/ai-boom-delivers-record-net-profit-for-taiwans-tsmc/article_8c98743b-5eb5-5b5c-b329-cf944c643bbb.html,Somewhat-Bullish,0.343702,0.745379,Bullish,0.440522
20251017T132457,Apple and Formula 1 Ink Five-Year Exclusive U.S. Streaming Deal Worth About $750 Million - IMDb,IMDb,https://www.imdb.com/news/ni65526957/?ref_=nwc_art_perm,Bullish,0.45664,0.979144,Bullish,0.457942
20251017T131900,"Apple, F1 Sign 5-Year Exclusive Deal For Broadcast Rights - Stocktwits",Stocktwits,https://stocktwits.com/news-articles/markets/equity/apple-f1-sign-5-year-exclusive-deal-for-broadcast-rights/ch6savzR381,Bullish,0.494692,0.987711,Bullish,0.486808
20251017T131830,Apple Loses Siri AI Search Chief Ke Yang to Meta in Talent Wars - WebProNews,WebProNews,https://www.webpronews.com/apple-loses-siri-ai-search-chief-ke-yang-to-meta-in-talent-wars/,Neutral,0.042361,0.966667,Neutral,0.001
20251017T131501, Apple clinches exclusive US media rights for F1 races under five-year deal - Yahoo News Canada,Yahoo News Canada,https://ca.news.yahoo.com/apple-clinches-exclusive-us-media-131501916.html,Somewhat-Bullish,0.240635,0.972057,Bullish,0.437442
20251017T131000,Apple signs 5-year broadcasting deal with F1,breakingthenews.net,https://breakingthenews.net/Article/Apple-signs-5-year-broadcasting-deal-with-F1/65001769,Bullish,0.442309,0.981214,Bullish,0.441958
20251017T130842,Apple and Formula 1 Ink Five-Year Exclusive U.S. Streaming Deal Worth About $750 Million - IMDb,IMDb,https://m.imdb.com/news/ni65526954/?ref_=ttnw_art_perm,Bullish,0.501942,0.986125,Bullish,0.517381
20251017T130702," Apple M5 chip smashes Snapdragon X2 Elite in early single-thread benchmarks — single core scores rival Intel's Core Ultra 9 285K and beat AMD's 9950X3D, teasing multi-core potential of future variants - Tom's Hardware",beritasriwijaya.co.id,https://beritasriwijaya.co.id/apple-m5-chip-smashes-snapdragon-x2-elite-in-early-single-thread-benchmarks-single-core-scores-rival-intels-core-ultra-9-285k-and-beat-amds-9950x3d-teasing-multi-core-potential/,Bullish,0.770443,0.987296,Bullish,0.848008
20251017T130513,Apple : is the exclusive new broadcast partner for Formula 1® in the U.S. - MarketScreener,MarketScreener,https://www.marketscreener.com/news/apple-is-the-exclusive-new-broadcast-partner-for-formula-1-in-the-u-s-ce7d5addda8ef625,Bullish,0.415939,0.961376,Bullish,0.447891
20251017T130334,Qualcomm announces quarterly cash dividend - MarketScreener,MarketScreener,https://www.marketscreener.com/news/qualcomm-announces-quarterly-cash-dividend-ce7d5addda8ffe25,Somewhat-Bullish,0.214786,0.316757,Neutral,0.113027
20251017T130301,Apple is the exclusive new broadcast partner for Formula 1® in the U.S. - Apple,Apple,https://www.apple.com/newsroom/2025/10/apple-is-the-exclusive-new-broadcast-partner-for-formula-1-in-the-us/,Bullish,0.436659,0.977623,Bullish,0.423576
20251017T130127,"F1, Apple clinch five-year media rights deal as racing series pins U.S. hopes on tech giant",Sports Business Journal,https://www.sportsbusinessjournal.com/Articles/2025/10/17/f1-apple-clinch-five-year-media-rights-deal-as-racing-series-pins-us-hopes-on-tech-giant/,Somewhat-Bullish,0.216667,0.9435,Bullish,0.409181
20251017T130100,"Zohran Mamdani’s message to CEOs of Google, Apple, Microsoft and other tech companies: ‘We are going to make…’ - Times of India",Times of India,https://timesofindia.indiatimes.com/technology/tech-news/zohran-mamdanis-message-to-ceos-of-google-apple-microsoft-and-other-tech-companies-we-are-going-to-make/articleshow/124631212.cms,Neutral,0.120347,0.714831,Neutral,0.138103
20251017T130006,Apple's new five-year deal with Formula 1: What it means for US fans - El Paso Inc.,El Paso Inc.,https://www.elpasoinc.com/apples-new-five-year-deal-with-formula-1-what-it-means-for-us-fans/article_6f50a01d-5d93-5038-b059-3d5f86a519f0.html,Bullish,0.743684,0.966297,Bullish,0.72911
20251017T130000, Digital Fitness Market Projected at USD 9.20 Billion by 2032 Driven by Wearables and AI-Powered Solutions | SNS Insider,GlobeNewswire,https://www.globenewswire.com/news-release/2025/10/17/3168642/0/en/Digital-Fitness-Market-Projected-at-USD-9-20-Billion-by-2032-Driven-by-Wearables-and-AI-Powered-Solutions-SNS-Insider.html,Somewhat-Bullish,0.316466,0.744602,Somewhat-Bullish,0.300733
20251017T130000,Adial Pharmaceuticals CEO was a Featured Guest on The Big Biz Show - Yahoo Finance,Yahoo Finance,https://finance.yahoo.com/news/adial-pharmaceuticals-ceo-featured-guest-130000375.html,Neutral,0.048614,0.31759,Neutral,0.035207
20251017T130000,"Apple Hoists Formula 1 Trophy, Inking 5-Year U.S. Rights Deal As Sequel Of Sorts To Brad Pitt Blockbuster",Deadline,https://deadline.com/2025/10/apple-formula-1-rights-deal-brad-pitt-1236589729/,Somewhat-Bullish,0.260435,0.982356,Bullish,0.46516
20251017T130000,Apple’s M5 Is Almost As Fast As A Workstation-Class M1 Ultra; Less Than 5% Slower In Multi-Core Performance With Half The Number Of CPU Cores - Wccftech,Wccftech,https://wccftech.com/apple-m5-only-5-percent-slower-than-m1-ultra-in-multi-core-performance/,Neutral,0.082657,0.98451,Bullish,0.42239
20251017T130000,Apple and Formula 1 Ink Five-Year Exclusive U.S. Streaming Deal Worth About $750 Million,Variety,https://variety.com/2025/tv/news/apple-tv-formula-one-five-year-us-streaming-deal-1236554733/,Somewhat-Bullish,0.177262,0.974089,Bullish,0.424691
20251017T124544,Apple iPhone Air sold out in China 'within minutes' of launch: report (AAPL:NASDAQ) - Seeking Alpha,Seeking Alpha,https://seekingalpha.com/news/4505213-apple-iphone-air-sold-out-in-china-within-minutes-of-launch-report,Bullish,0.730974,0.960717,Bullish,0.748852
20251017T123934,Apple Seeks Tax Relief as India Tightens Grip on Manufacturing Assets - parameter.io,parameter.io,https://parameter.io/apple-seeks-tax-relief-as-india-tightens-grip-on-manufacturing-assets/,Neutral,0.001,0.974895,Neutral,0.001
20251017T123915,Apple's Leaked M5 Mac Roadmap Reveals At Least 6 Upcoming Product Launches - Currently.com,Currently.com,https://currently.att.yahoo.com/att/apples-leaked-m5-mac-roadmap-123915984.html,Bullish,0.432012,0.984017,Bullish,0.447795
20251017T122911,Meta Platforms Adds Parental Controls for AI Characters - MarketScreener,MarketScreener,https://www.marketscreener.com/news/meta-platforms-adds-parental-controls-for-ai-characters-ce7d5addda8bfe26,Neutral,0.111096,0.346278,Neutral,0.001
20251017T122712,Latest News In Cloud AI - Nscale Joins Microsoft For Massive AI Infrastructure Expansion - simplywall.st,simplywall.st,https://simplywall.st/stocks/us/software/nasdaq-msft/microsoft/news/latest-news-in-cloud-ai-nscale-joins-microsoft-for-massive-a,Somewhat-Bullish,0.22366,0.343807,Somewhat-Bullish,0.212546
20251017T122400,Borderlands 4 is having a 32% discount sale on its PC version - Windows Central,Windows Central,https://www.windowscentral.com/gaming/borderlands-4-on-pc-is-already-on-sale-after-only-a-month-you-better-believe-it-with-this-32-percent-discount,Neutral,0.126547,0.324201,Somewhat-Bullish,0.177618
20251017T122000,Report: Apple-F1 deal could be announced today with F1 giving up F1 TV control - 9to5Mac,9to5Mac,https://9to5mac.com/2025/10/17/report-apple-f1-deal-could-be-announced-today-with-f1-giving-up-f1-tv-control/,Bullish,0.424487,0.891444,Bullish,0.424674
20251017T121944, Apple Nears $140 Million Formula 1 Media Rights Deal - Yahoo,Yahoo,https://ca.finance.yahoo.com/news/apple-nears-140-million-formula-121944328.html,Bullish,0.436633,0.984005,Bullish,0.448889
20251017T121500,Home Credit makes latest generation of iPhone more accessible at P61 per day - The Manila Times,The Manila Times,https://www.manilatimes.net/2025/10/17/tmt-newswire/home-credit-makes-latest-generation-of-iphone-more-accessible-at-p61-per-day/2203036/amp,Somewhat-Bullish,0.32527,0.971823,Somewhat-Bullish,0.33905
20251017T121043,Worldwide PC Shipments Grow 8.2% Year-on-year in Q3 2025 - digit.fyi,digit.fyi,https://www.digit.fyi/worldwide-pc-shipments-grow-8-2-year-on-year-in-q3-2025/,Somewhat-Bullish,0.323572,0.633117,Somewhat-Bullish,0.327415
20251017T115854,Spotify Teams Up With Major Labels to Build Ethical AI Music Tools,MediaNama,https://www.medianama.com/2025/10/223-spotify-ai-partnership-global-labels-artist-first-ai-products/,Neutral,0.132667,0.320447,Neutral,0.138548
20251017T115035,Why Rocket Lab Stock Was Flying High This Week,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/MS-N/pressreleases/35523543/why-rocket-lab-stock-was-flying-high-this-week/,Neutral,0.068345,0.323206,Neutral,0.046953
20251017T114715,"Europe Books Market Size, Share, Trends & Growth, 2033 - Market Data Forecast",Market Data Forecast,https://www.marketdataforecast.com/market-reports/europe-books-market,Somewhat-Bullish,0.291395,0.343868,Somewhat-Bullish,0.325255
20251017T114528,Will the iPhone XR to 17 conversion saga threaten Apple’s brand and sales in Nigeria? - TechNext.ng,TechNext.ng,https://technext24.com/2025/10/17/cloning-of-iphone-xr-17-threaten-apple/,Neutral,0.001,0.97772,Neutral,0.001
20251017T114446,"Apple expands smart home production in Vietnam, plans tabletop robot and more - Mint",Mint,https://www.livemint.com/gadgets-and-appliances/apple-expands-smart-home-production-in-vietnam-plans-tabletop-robot-and-more-11760695338775.html,Somewhat-Bullish,0.182398,0.983724,Somewhat-Bullish,0.323304
20251017T114222,"Big Tech paying millions to train teachers on AI, in push to bring chatbots into classrooms - WKBN.com",WKBN.com,https://www.wkbn.com/news/national-world/big-tech-paying-millions-to-train-teachers-on-ai-in-push-to-bring-chatbots-into-classrooms/,Somewhat-Bullish,0.270086,0.516509,Somewhat-Bullish,0.223232
20251017T113629,"VTI ETF Daily Update, 10/17/2025 - TipRanks",TipRanks,https://www.tipranks.com/news/vti-etf-daily-update-10-17-2025,Neutral,0.001,0.521643,Neutral,0.001
20251017T111328,Apple Stock Surges on New Products and iPhone 17 “Supercycle” – Analysts Split on AAPL’s Next Move,ts2.tech,https://ts2.tech/en/apple-stock-surges-on-new-products-and-iphone-17-supercycle-analysts-split-on-aapls-next-move/,Somewhat-Bullish,0.188215,0.971603,Somewhat-Bullish,0.251661
20251017T110645,"Got $3,000? 2 Artificial Intelligence (AI) Stocks to Buy and Hold for the Long Term - The Globe and Mail",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/TSM/pressreleases/35521199/got-3000-2-artificial-intelligence-ai-stocks-to-buy-and-hold-for-the-long-term/,Bullish,0.575501,0.500442,Bullish,0.400853
20251017T110439,AI boom delivers record net profit for Taiwan's TSMC - hendersondispatch.com,hendersondispatch.com,https://www.hendersondispatch.com/news/national/ai-boom-delivers-record-net-profit-for-taiwans-tsmc/article_5463a61a-96c4-51fa-9ea2-7d8508341f72.html,Somewhat-Bullish,0.332916,0.521324,Somewhat-Bullish,0.334251
20251017T110000,I'm worried about Apple TV's future if this 4K streaming trend continues - Pocket-lint,Pocket-lint,https://www.pocket-lint.com/apple-tv-4k-fire-tv-price/,Neutral,0.001,0.976723,Neutral,0.001
20251017T105648,Billionaire Stanley Druckenmiller Sold 100% of Duquesne's Stake in Nvidia and Is Piling Into 2 Unstoppable Stocks,AOL.com,https://www.aol.com/articles/billionaire-stanley-druckenmiller-sold-100-103000157.html,Neutral,0.041616,0.33217,Neutral,0.129481
20251017T104218,"U.S. On Device Ai Market Set for Dynamic Growth with Key Players Apple Inc., Google LLC, Qualcomm Technologies Inc.",openPR.com,https://www.openpr.com/news/4229291/u-s-on-device-ai-market-set-for-dynamic-growth-with-key-players,Bullish,0.377342,0.944659,Bullish,0.437769
20251017T104200,Taiwan Semiconductor-Heavy ETFs in Focus on Upbeat Earnings - TradingView,TradingView,https://www.tradingview.com/news/zacks:d03c4fcbc094b:0-taiwan-semiconductor-heavy-etfs-in-focus-on-upbeat-earnings/,Somewhat-Bullish,0.203067,0.403894,Somewhat-Bullish,0.209289
20251017T104031,"TSMC breaks records on AI chip orders from Nvidia, Apple",Communications Today,https://www.communicationstoday.co.in/tsmc-breaks-records-on-ai-chip-orders-from-nvidia-apple/,Somewhat-Bullish,0.266651,0.729231,Somewhat-Bullish,0.33546
20251017T103747, Billionaire Stanley Druckenmiller Sold 100% of Duquesne's Stake in Nvidia and Is Piling Into 2 Unstoppable Stocks,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AVGO/pressreleases/35520648/billionaire-stanley-druckenmiller-sold-100-of-duquesnes-stake-in-nvidia-and-is-piling-into-2-unstoppable-stocks/,Neutral,0.001,0.327954,Neutral,0.125117
20251017T103526,Will Apple Ever Replace Mac's Touch ID With Face ID? - Currently.com,Currently.com,https://currently.att.yahoo.com/att/apple-ever-replace-macs-touch-103526259.html,Neutral,0.127044,0.983864,Neutral,0.120051
20251017T103314,TSMC Stock Rockets on AI Boom: Record Profit and $1T Valuation Stun Markets,ts2.tech,https://ts2.tech/en/tsmc-stock-rockets-on-ai-boom-record-profit-and-1t-valuation-stun-markets/,Somewhat-Bullish,0.334427,0.443961,Somewhat-Bullish,0.32733
20251017T103027,My favorite Adobe-killer apps are free in iPad right now and no-one knows why - TechRadar,TechRadar,https://www.techradar.com/pro/affinity-just-made-all-its-ipad-apps-free-for-all-creators-and-no-one-knows-why,Somewhat-Bullish,0.153639,0.322252,Neutral,0.116863
20251017T103000,Billionaire Stanley Druckenmiller Sold 100% of Duquesne's Stake in Nvidia and Is Piling Into 2 Unstoppable Stocks - The Motley Fool,The Motley Fool,https://www.fool.com/investing/2025/10/17/billionaire-stanley-druckenmiller-sold-nvidia-tsm/,Neutral,0.041896,0.332527,Neutral,0.100652
20251017T101646,Could Buying Berkshire Hathaway Stock Today Set You Up for Life? - The Globe and Mail,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AAPL/pressreleases/35519957/could-buying-berkshire-hathaway-stock-today-set-you-up-for-life/,Somewhat-Bullish,0.209252,0.742216,Somewhat-Bullish,0.287241
20251017T101115,Meta Adds Parental Controls For AI-Teen Interactions - Barchart.com,Barchart.com,https://www.barchart.com/story/news/35519857/meta-adds-parental-controls-for-ai-teen-interactions,Neutral,0.149041,0.323257,Neutral,0.120179
20251017T095500,Business Brief (Oct. 17): U.K. Sanctions Chinese Firms Over Russia Ties - Caixin Global,Caixin Global,https://www.caixinglobal.com/2025-10-17/business-brief-oct-17-uk-sanctions-chinese-firms-over-russia-ties-102372714.html,Neutral,0.135118,0.700087,Neutral,0.10358
20251017T095200,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026",AOL.com,https://www.aol.com/articles/1-unstoppable-stock-set-join-091500634.html,Somewhat-Bullish,0.225299,0.318035,Neutral,0.114552
20251017T094718,"Wearable Technology Market: Innovations, Consumer Adoption, and Future Outlook - newstrail.com",newstrail.com,https://www.newstrail.com/wearable-technology-market-innovations-consumer-adoption-and-future-outlook-2/,Somewhat-Bullish,0.346143,0.947576,Bullish,0.412805
20251017T094700,Act Now to Bag an M-Series Apple MacBook From Just $620 With This Woot Sale,beritasriwijaya.co.id,https://beritasriwijaya.co.id/act-now-to-bag-an-m-series-apple-macbook-from-just-620-with-this-woot-sale/,Somewhat-Bullish,0.256391,0.941899,Somewhat-Bullish,0.306067
20251017T094506,"Apple's Foldable iPhone Might Be Delayed Till 2027, Report Claims - Currently.com",Currently.com,https://currently.att.yahoo.com/att/apples-foldable-iphone-might-delayed-094506572.html,Neutral,0.001,0.981705,Neutral,0.001
20251017T093920,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/markets-news/Motley%20Fool/35519273/1-unstoppable-stock-set-to-join-nvidia-apple-microsoft-amazon-and-alphabet-in-the-2-trillion-club-by-2026/,Bullish,0.373885,0.562804,Somewhat-Bullish,0.333924
20251017T093803,"MacBook Pro 2026: Touch screen, M6 chip, and sleeker design tipped - All you need to know",StartupNews.fyi,https://startupnews.fyi/2025/10/17/macbook-pro-2026-touch-screen-m6-chip-and-sleeker-design-tipped-all-you-need-to-know/,Bullish,0.455836,0.969163,Bullish,0.485848
20251017T093000,Apple's iPhone Air sells out in China after CEO Tim Cook's visit - beritasriwijaya.co.id,beritasriwijaya.co.id,https://beritasriwijaya.co.id/apples-iphone-air-sells-out-in-china-after-ceo-tim-cooks-visit-2/,Bullish,0.516641,0.987812,Bullish,0.500534
20251017T092325,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026 - beritasriwijaya.co.id",beritasriwijaya.co.id,https://beritasriwijaya.co.id/1-unstoppable-stock-set-to-join-nvidia-apple-microsoft-amazon-and-alphabet-in-the-2-trillion-club-by-2026/,Somewhat-Bullish,0.30201,0.728336,Somewhat-Bullish,0.301877
20251017T092325,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026 - The Globe and Mail",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AMZN/pressreleases/35519273/1-unstoppable-stock-set-to-join-nvidia-apple-microsoft-amazon-and-alphabet-in-the-2-trillion-club-by-2026/,Bullish,0.360166,0.346227,Somewhat-Bullish,0.334542
20251017T091942,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026 - The Globe and Mail",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AMZN-Q/pressreleases/35519273/1-unstoppable-stock-set-to-join-nvidia-apple-microsoft-amazon-and-alphabet-in-the-2-trillion-club-by-2026/,Somewhat-Bullish,0.183128,0.645774,Neutral,0.12549
20251017T091541,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026",The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AVGO-Q/pressreleases/35519273/1-unstoppable-stock-set-to-join-nvidia-apple-microsoft-amazon-and-alphabet-in-the-2-trillion-club-by-2026/,Somewhat-Bullish,0.18053,0.410985,Neutral,0.097024
20251017T091500,"1 Unstoppable Stock Set to Join Nvidia, Apple, Microsoft, Amazon, and Alphabet in the $2 Trillion Club by 2026",The Motley Fool,https://www.fool.com/investing/2025/10/17/1-unstoppable-stock-set-to-join-nvidia-apple-micro/,Somewhat-Bullish,0.205673,0.590875,Neutral,0.142462
20251017T091237,"Global PC Shipments Rise 8.2% In Q3FY25, Driven By Windows 11 Upgrade Cycle - BW Businessworld",BW Businessworld,https://www.businessworld.in/article/global-pc-shipments-rise-8-2-in-q3fy25-driven-by-windows-11-upgrade-cycle-576000,Somewhat-Bullish,0.301293,0.715156,Somewhat-Bullish,0.206478
20251017T091144,Prediction: These 2 Stocks Will Be Worth More Than Palantir Technologies 1 Year From Now - The Globe and Mail,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AAPL/pressreleases/35518979/prediction-these-2-stocks-will-be-worth-more-than-palantir-technologies-1-year-from-now/,Neutral,0.134651,0.315738,Neutral,0.130522
20251017T090859,"Tech Earnings Preview: What, Who, When and How Much Money Again? - TradingView",TradingView,https://www.tradingview.com/chart/AMZN/LEGILbT2-Tech-Earnings-Preview-What-Who-When-and-How-Much-Money-Again/,Somewhat-Bullish,0.207252,0.733249,Neutral,0.108381
20251017T090614,Gartner Says Worldwide PC Shipments Grew 8.2% in Third Quarter of 2025,MarketScreener,https://www.marketscreener.com/news/gartner-says-worldwide-pc-shipments-grew-8-2-in-third-quarter-of-2025-ce7d5addd980f325,Somewhat-Bullish,0.246881,0.617107,Somewhat-Bullish,0.253337
20251017T090550,Pricing Stays Private: Appellate Court Draws The Line On FRAND Transparency - Patent - United Kingdom - Mondaq,Mondaq,https://www.mondaq.com/uk/patent/1692860/pricing-stays-private-appellate-court-draws-the-line-on-frand-transparency,Neutral,0.138275,0.738538,Neutral,0.125831
20251017T090043,Prediction: These 2 Stocks Will Be Worth More Than Palantir Technologies 1 Year From Now,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AAPL-Q/pressreleases/35518979/prediction-these-2-stocks-will-be-worth-more-than-palantir-technologies-1-year-from-now/,Neutral,0.062041,0.329905,Neutral,0.122084
20251017T090000,Apple's Newest Products Are Here. Can They Help Move the Tech Stock Higher? - Investopedia,Investopedia,https://www.investopedia.com/apple-s-newest-products-are-here-can-they-help-move-the-tech-stock-higher-11830714,Neutral,0.040117,0.981551,Neutral,0.049656
20251017T084914,Avoid Buying The M5 iPad Pro From Brazil And These 4 Other Countries: Here's Why - Currently.com,Currently.com,https://currently.att.yahoo.com/att/avoid-buying-m5-ipad-pro-084914857.html,Neutral,0.001,0.981106,Neutral,0.001
20251017T084444,Spotify Partners With Major Labels To Develop ‘Responsible’ AI Music Tools - Arise News,Arise News,https://www.arise.tv/spotify-partners-with-major-labels-to-develop-responsible-ai-music-tools/,Neutral,0.08495,0.409531,Neutral,0.066953
20251017T084414,"Allspring Global Investments Holdings LLC Reduces Holdings in Autodesk, Inc. $ADSK - MarketBeat",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-allspring-global-investments-holdings-llc-reduces-holdings-in-autodesk-inc-adsk-2025-10-17/,Neutral,0.115735,0.311385,Neutral,0.120857
20251017T084411,"TD Asset Management Inc Boosts Stake in Robinhood Markets, Inc. $HOOD",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-td-asset-management-inc-boosts-stake-in-robinhood-markets-inc-hood-2025-10-17/,Neutral,0.037774,0.330067,Neutral,0.149514
20251017T084342,Trump tariffs live updates: Trump seals drug deal with Merck; White House nears tariff relief for auto industry,Yahoo Finance,https://finance.yahoo.com/news/live/trump-tariffs-live-updates-trump-seals-drug-deal-with-merck-white-house-nears-tariff-relief-for-auto-industry-162418763.html,Somewhat-Bullish,0.162341,0.754448,Neutral,0.001
20251017T083520,Apple releases M5 chip with 30% higher memory bandwidth and enhanced NPU,digitimes,https://www.digitimes.com/news/a20251017PD236/apple-bandwidth-npu-macbook-ipad.html,Bullish,0.744276,0.986632,Bullish,0.716779
20251017T082622,Better Stock to Buy Right Right Now: Apple vs. Amazon - AOL.com,AOL.com,https://www.aol.com/articles/better-stock-buy-now-apple-075000621.html,Somewhat-Bullish,0.198642,0.982775,Somewhat-Bullish,0.2534
20251017T082555,Kavar Capital Partners Group LLC Sells 778 Shares of Apple Inc. $AAPL,Defense World,https://www.defenseworld.net/2025/10/17/kavar-capital-partners-group-llc-sells-778-shares-of-apple-inc-aapl.html,Somewhat-Bullish,0.230018,0.982587,Somewhat-Bullish,0.234554
20251017T082533,"Gleason Group Inc. Buys 1,230 Shares of Apple Inc. $AAPL",Defense World,https://www.defenseworld.net/2025/10/17/gleason-group-inc-buys-1230-shares-of-apple-inc-aapl.html,Somewhat-Bullish,0.264526,0.978187,Somewhat-Bullish,0.299139
20251017T082533,Apple Inc. $AAPL Shares Purchased by Raleigh Capital Management Inc. - Defense World,Defense World,https://www.defenseworld.net/2025/10/17/apple-inc-aapl-shares-purchased-by-raleigh-capital-management-inc.html,Bullish,0.441654,0.974953,Bullish,0.448787
20251017T082503,Better Stock to Buy Right Now: Apple vs. Amazon - The Globe and Mail,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AAPL/pressreleases/35517470/better-stock-to-buy-right-now-apple-vs-amazon/,Neutral,0.14944,0.979369,Neutral,0.130397
20251017T081927,"MacBook Pro 2026: Touch screen, M6 chip, and sleeker design tipped - All you need to know - Mint",Mint,https://www.livemint.com/technology/tech-news/macbook-pro-2026-touch-screen-m6-chip-and-sleeker-design-tipped-all-you-need-to-know/amp-11760688539042.html,Bullish,0.479035,0.970453,Bullish,0.486068
20251017T080228,Better Electric Car Stock to Buy for 2026 and Beyond: Tesla vs. Rivian - The Globe and Mail,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/TSLA-Q/pressreleases/35517421/better-electric-car-stock-to-buy-for-2026-and-beyond-tesla-vs-rivian/,Somewhat-Bullish,0.318185,0.344056,Somewhat-Bullish,0.344996
20251017T080046,"Meta, Blue Owl seal $30 billion private capital deal for AI - CNBC TV18",CNBC TV18,https://www.cnbctv18.com/technology/meta-blue-owl-seal-30-billion-private-capital-deal-for-ai-19718827.htm/amp,Somewhat-Bullish,0.219376,0.339318,Neutral,0.145706
20251017T075900,Better Stock to Buy Right Right Now: Apple vs. Amazon,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AMZN-Q/pressreleases/35517470/better-stock-to-buy-right-now-apple-vs-amazon/,Somewhat-Bullish,0.187317,0.902184,Somewhat-Bullish,0.209107
20251017T075352,Better Stock to Buy Right Now: Apple vs. Amazon,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/NVDA-Q/pressreleases/35517470/better-stock-to-buy-right-now-apple-vs-amazon/,Somewhat-Bullish,0.180445,0.926284,Neutral,0.121209
20251017T075334,Better Stock to Buy Right Now: Apple vs. Amazon - The Globe and Mail,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/AMZN/pressreleases/35517470/better-stock-to-buy-right-now-apple-vs-amazon/,Somewhat-Bullish,0.197948,0.912195,Somewhat-Bullish,0.256818
20251017T075026,Better Stock to Buy Right Now: Apple vs. Amazon - The Globe and Mail,The Globe and Mail,https://www.theglobeandmail.com/investing/markets/stocks/TSLA/pressreleases/35517470/better-stock-to-buy-right-now-apple-vs-amazon/,Somewhat-Bullish,0.248645,0.977828,Bullish,0.423875
20251017T074033,Baron Silver Stevens Financial Advisors LLC Raises Stock Holdings in Apple Inc. $AAPL - Defense World,Defense World,https://www.defenseworld.net/2025/10/17/baron-silver-stevens-financial-advisors-llc-raises-stock-holdings-in-apple-inc-aapl.html,Neutral,0.110312,0.945024,Neutral,0.111064
20251017T074033,Apple Inc. $AAPL Holdings Reduced by Invesco LLC - Defense World,Defense World,https://www.defenseworld.net/2025/10/17/apple-inc-aapl-holdings-reduced-by-invesco-llc.html,Neutral,0.046574,0.989008,Neutral,0.039491
20251017T074033,"SWS Partners Sells 2,525 Shares of Apple Inc. $AAPL",Defense World,https://www.defenseworld.net/2025/10/17/sws-partners-sells-2525-shares-of-apple-inc-aapl.html,Neutral,0.096987,0.97326,Neutral,0.074526
20251017T074033,Apple Inc. $AAPL Stake Decreased by Covenant Asset Management LLC - Defense World,Defense World,https://www.defenseworld.net/2025/10/17/apple-inc-aapl-stake-decreased-by-covenant-asset-management-llc.html,Neutral,0.071798,0.980553,Neutral,0.073746
20251017T074033,Apple Inc. $AAPL Stock Position Lowered by New Covenant Trust Company N.A. - Defense World,Defense World,https://www.defenseworld.net/2025/10/17/apple-inc-aapl-stock-position-lowered-by-new-covenant-trust-company-n-a.html,Neutral,0.03478,0.918262,Neutral,0.033117
20251017T074033,Wolff Wiese Magana LLC Cuts Holdings in Apple Inc. $AAPL - Defense World,Defense World,https://www.defenseworld.net/2025/10/17/wolff-wiese-magana-llc-cuts-holdings-in-apple-inc-aapl.html,Neutral,0.041058,0.340508,Neutral,0.032688
20251017T074033,Apple Inc. $AAPL Shares Sold by Nicholson Meyer Capital Management Inc.,Defense World,https://www.defenseworld.net/2025/10/17/apple-inc-aapl-shares-sold-by-nicholson-meyer-capital-management-inc.html,Neutral,0.0304,0.924052,Neutral,0.035822
